Image name,Position,Region type,ID,Area [pixels],Perimeter [pixels],Eccentricity,Orientation [radians],Solidity,Extent,Major Axis Length [pixels],Minor Axis Length [pixels],Equivalent Diameter [pixels]
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,13,200,82.249,0.978,0.193,0.866,0.417,37.135,7.753,15.958
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,14,291,96.977,0.965,0.194,0.882,0.441,40.505,10.649,19.249
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,15,383,90.184,0.896,-1.349,0.925,0.56,35.037,15.555,22.083
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,16,249,80.391,0.936,-1.054,0.899,0.402,32.341,11.395,17.806
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,17,635,105.74,0.749,-1.367,0.953,0.603,36.754,24.371,28.434
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,18,581,111.154,0.892,-1.095,0.939,0.506,42.846,19.326,27.198
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,19,24,17.621,0.963,-0.124,0.889,0.727,10.583,2.857,5.528
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,20,307,83.634,0.916,0.646,0.925,0.441,33.317,13.356,19.771
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,21,477,95.255,0.823,0.663,0.943,0.552,34.92,19.85,24.644
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,22,594,112.326,0.889,-1.123,0.946,0.524,43.046,19.741,27.501
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,23,377,79.012,0.554,-0.187,0.938,0.607,25.267,21.029,21.909
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,24,27,23.414,0.989,-0.129,0.818,0.643,15.09,2.235,5.863
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,25,385,81.598,0.79,0.965,0.941,0.594,29.5,18.076,22.14
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,26,23,21.036,0.986,-0.12,0.852,0.59,13.535,2.288,5.412
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,27,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,28,353,77.941,0.787,1.557,0.944,0.641,28.145,17.366,21.2
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,29,382,81.012,0.497,-0.176,0.939,0.59,25.245,21.904,22.054
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,30,330,81.598,0.883,1.201,0.924,0.532,31.549,14.804,20.498
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,31,414,86.426,0.783,0.744,0.945,0.568,30.757,19.137,22.959
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,32,24,18.036,0.973,-0.325,0.75,0.4,12.468,2.875,5.528
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,33,349,77.255,0.711,-0.571,0.948,0.562,26.555,18.678,21.08
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,34,365,79.598,0.618,-0.089,0.941,0.593,25.907,20.374,21.558
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,35,314,84.154,0.908,0.994,0.929,0.409,33.075,13.892,19.995
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,36,489,95.497,0.798,1.054,0.955,0.553,34.255,20.655,24.952
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,37,25,21.899,0.991,0.613,0.758,0.214,15.651,2.094,5.642
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,38,182,58.042,0.883,1.453,0.963,0.662,23.377,10.987,15.223
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,39,65,36.799,0.943,-1.128,0.867,0.451,16.51,5.486,9.097
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,40,94,48.142,0.964,1.446,0.862,0.56,22.489,5.955,10.94
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,41,198,62.527,0.864,1.469,0.925,0.635,23.599,11.872,15.878
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,42,135,54.627,0.945,1.323,0.906,0.54,23.93,7.861,13.111
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,43,67,37.556,0.941,-1.143,0.893,0.438,16.72,5.651,9.236
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,44,3,1.414,1.0,-0.785,1.0,0.333,4.619,0.0,1.954
2024-03-26_13-12-38-261_MV540-H@xWyHvMbxwzDCYCHtB+sRAABK.bmp,bottom_right,void,45,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,part,0,38607,4143.963,0.121,-0.747,0.757,0.714,279.293,277.226,221.711
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,1,81,36.178,0.781,-1.362,0.91,0.6,13.506,8.434,10.155
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,2,89,45.556,0.951,-1.367,0.848,0.506,20.622,6.347,10.645
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,3,212,75.941,0.955,-1.336,0.895,0.445,31.977,9.437,16.429
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,4,197,64.592,0.899,-1.516,0.908,0.608,25.46,11.174,15.838
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,5,161,54.284,0.881,0.979,0.91,0.503,21.898,10.37,14.318
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,6,178,68.491,0.956,-1.343,0.886,0.464,29.532,8.69,15.054
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,7,354,75.355,0.162,1.409,0.944,0.641,22.473,22.176,21.23
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,8,379,79.012,0.512,1.051,0.94,0.607,24.88,21.378,21.967
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,9,348,79.355,0.715,0.19,0.938,0.592,26.856,18.768,21.05
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,10,295,81.326,0.915,-0.857,0.934,0.407,32.217,13.005,19.381
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,11,466,88.083,0.663,0.949,0.953,0.595,29.54,22.113,24.358
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,12,366,91.184,0.908,-1.333,0.913,0.521,35.681,14.962,21.587
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,13,388,101.805,0.946,0.154,0.907,0.527,41.728,13.577,22.226
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,14,260,91.527,0.971,0.145,0.875,0.476,39.494,9.443,18.195
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,15,150,63.562,0.956,-0.973,0.904,0.353,27.196,7.95,13.82
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,16,616,105.74,0.772,-1.328,0.951,0.585,37.204,23.626,28.006
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,17,623,115.74,0.891,-1.193,0.933,0.524,44.401,20.142,28.164
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,18,265,73.941,0.903,0.548,0.94,0.517,29.631,12.755,18.369
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,19,623,114.912,0.89,-1.223,0.937,0.545,44.297,20.199,28.164
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,20,172,59.142,0.924,-0.108,0.935,0.688,24.976,9.523,14.799
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,21,393,87.598,0.811,0.464,0.952,0.595,31.254,18.289,22.369
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,22,372,78.184,0.747,0.924,0.954,0.62,27.868,18.541,21.763
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,23,446,84.184,0.382,0.427,0.955,0.66,26.022,24.047,23.83
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,24,392,82.184,0.779,1.451,0.945,0.632,29.517,18.515,22.341
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,25,348,83.012,0.864,1.155,0.933,0.535,31.232,15.742,21.05
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,26,83,37.935,0.852,0.018,0.865,0.576,15.152,7.923,10.28
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,27,483,90.426,0.557,0.575,0.951,0.617,28.98,24.061,24.799
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,28,362,82.184,0.79,0.541,0.94,0.562,29.08,17.84,21.469
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,29,132,51.799,0.92,-0.24,0.892,0.545,21.646,8.498,12.964
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,30,409,81.841,0.635,-0.388,0.956,0.613,27.345,21.12,22.82
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,31,463,90.426,0.649,0.32,0.933,0.597,29.696,22.595,24.28
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,32,324,85.154,0.91,0.938,0.934,0.418,33.675,13.942,20.311
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,33,489,95.497,0.786,0.883,0.946,0.563,33.812,20.886,24.952
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,34,222,65.113,0.87,1.332,0.937,0.587,25.285,12.47,16.812
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,35,1,0.0,0.0,0.785,1.0,1.0,0.0,0.0,1.128
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,36,2,0.0,1.0,-0.785,1.0,0.5,2.828,0.0,1.596
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,37,142,52.456,0.871,-1.301,0.91,0.538,20.354,9.996,13.446
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,38,105,48.971,0.948,1.459,0.875,0.571,21.894,6.964,11.562
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,39,253,67.941,0.848,1.291,0.951,0.602,25.882,13.737,17.948
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,40,177,63.941,0.935,1.215,0.908,0.468,26.563,9.399,15.012
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,41,146,51.42,0.856,-1.311,0.907,0.579,19.955,10.303,13.634
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,42,16,15.243,0.976,0.921,0.8,0.333,9.753,2.139,4.514
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,43,2,0.0,1.0,1.571,1.0,1.0,2.0,0.0,1.596
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_left,void,44,34,28.45,0.987,1.333,0.791,0.4,17.107,2.779,6.58
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,part,0,38592,4162.661,0.118,-0.66,0.756,0.702,279.351,277.389,221.668
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,1,138,47.456,0.696,1.376,0.965,0.605,16.622,11.927,13.255
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,2,125,51.799,0.924,-1.308,0.893,0.494,21.739,8.307,12.616
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,3,298,81.012,0.9,-1.368,0.937,0.532,31.666,13.801,19.479
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,4,241,69.627,0.857,-1.446,0.923,0.595,25.969,13.394,17.517
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,5,195,59.698,0.835,0.886,0.911,0.542,22.498,12.387,15.757
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,6,49,34.627,0.977,0.836,0.817,0.292,17.664,3.729,7.899
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,7,233,77.355,0.941,-1.414,0.903,0.527,31.505,10.663,17.224
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,8,373,77.841,0.395,0.07,0.952,0.598,24.02,22.064,21.793
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,9,401,81.012,0.465,0.766,0.946,0.617,25.239,22.343,22.596
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,10,347,86.74,0.884,-0.888,0.93,0.428,32.753,15.287,21.019
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,11,46,36.006,0.983,0.548,0.821,0.307,17.997,3.292,7.653
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,12,371,82.941,0.744,0.077,0.935,0.589,28.35,18.928,21.734
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,13,486,89.497,0.625,0.924,0.955,0.599,29.451,22.981,24.876
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,14,392,105.841,0.947,0.135,0.899,0.48,42.646,13.657,22.341
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,15,279,91.698,0.969,0.123,0.877,0.488,40.323,9.979,18.848
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,16,381,91.012,0.895,-1.376,0.925,0.542,35.266,15.708,22.025
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,17,188,68.977,0.941,-1.015,0.9,0.387,28.364,9.581,15.472
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,18,620,106.569,0.747,-1.365,0.947,0.568,36.447,24.231,28.096
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,19,617,114.569,0.89,-1.178,0.941,0.519,43.973,20.035,28.028
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,20,246,75.562,0.919,0.518,0.898,0.462,29.923,11.803,17.698
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,21,188,63.142,0.927,-0.173,0.926,0.657,26.498,9.954,15.472
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,22,383,87.355,0.84,0.483,0.939,0.562,31.9,17.286,22.083
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,23,374,80.184,0.783,0.877,0.947,0.598,28.978,18.031,21.822
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,24,622,114.326,0.891,-1.209,0.94,0.536,44.165,20.075,28.142
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,25,440,84.426,0.33,-0.196,0.952,0.627,25.641,24.206,23.669
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,26,323,82.426,0.887,1.124,0.92,0.496,31.588,14.595,20.279
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,27,376,80.77,0.792,1.44,0.947,0.638,29.309,17.884,21.88
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,28,88,37.521,0.783,-0.072,0.889,0.629,14.142,8.792,10.585
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,29,337,80.184,0.832,0.564,0.941,0.547,29.434,16.311,20.714
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,30,450,87.598,0.449,0.72,0.949,0.617,27.039,24.161,23.937
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,31,127,50.627,0.914,-0.318,0.888,0.481,20.995,8.527,12.716
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,32,379,79.841,0.605,-0.526,0.938,0.585,25.98,20.684,21.967
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,33,422,85.598,0.608,0.336,0.942,0.606,27.732,22.024,23.18
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,34,287,81.119,0.919,0.943,0.914,0.399,32.408,12.803,19.116
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,35,445,92.083,0.819,0.916,0.933,0.532,33.395,19.176,23.803
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,36,192,61.456,0.897,1.338,0.928,0.615,24.649,10.893,15.635
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,37,112,47.627,0.897,-1.293,0.889,0.509,18.95,8.377,11.942
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,38,85,43.556,0.952,1.422,0.842,0.506,20.001,6.141,10.403
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,39,215,64.527,0.868,1.351,0.919,0.569,24.866,12.33,16.545
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,40,135,55.87,0.948,1.25,0.912,0.491,24.215,7.681,13.111
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,bottom_left,void,41,110,46.213,0.902,-1.298,0.909,0.55,18.848,8.153,11.835
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,part,0,38311,4241.531,0.069,-0.57,0.758,0.727,277.05,276.382,220.86
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,1,101,40.142,0.832,1.442,0.935,0.701,15.838,8.782,11.34
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,2,87,40.728,0.919,-1.384,0.897,0.604,17.667,6.98,10.525
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,3,264,82.355,0.941,-1.38,0.91,0.51,33.552,11.33,18.334
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,4,182,58.971,0.879,1.552,0.933,0.632,23.453,11.171,15.223
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,5,120,50.042,0.916,0.895,0.896,0.471,20.376,8.197,12.361
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,6,206,75.284,0.959,-1.376,0.892,0.49,32.317,9.157,16.195
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,7,339,74.184,0.431,0.821,0.939,0.614,23.071,20.817,20.776
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,8,367,77.598,0.595,1.036,0.953,0.614,25.352,20.383,21.617
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,9,298,75.284,0.802,0.27,0.937,0.581,26.798,16.019,19.479
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,10,366,91.74,0.903,-0.919,0.92,0.424,35.052,15.078,21.587
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,11,427,86.083,0.694,0.843,0.943,0.565,28.848,20.783,23.317
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,12,373,92.598,0.912,-1.355,0.912,0.517,36.152,14.855,21.793
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,13,53,37.213,0.984,-0.509,0.815,0.283,19.78,3.526,8.215
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,14,281,92.734,0.964,0.19,0.884,0.467,39.415,10.516,18.915
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,15,197,80.663,0.977,0.189,0.879,0.459,36.14,7.773,15.838
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,16,202,74.598,0.955,-1.014,0.902,0.354,31.372,9.323,16.037
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,17,633,108.326,0.777,-1.351,0.946,0.586,37.924,23.854,28.389
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,18,585,109.74,0.879,-1.158,0.941,0.528,41.828,19.973,27.292
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,19,9,7.0,0.981,-0.197,0.818,0.643,7.303,1.405,3.385
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,20,321,81.598,0.884,0.654,0.925,0.517,31.517,14.758,20.217
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,21,585,110.497,0.881,-1.188,0.945,0.536,42.079,19.88,27.292
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,22,468,92.184,0.763,0.632,0.963,0.6,32.474,20.982,24.411
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,23,403,83.012,0.773,0.991,0.942,0.6,29.714,18.834,22.652
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,24,390,80.184,0.544,0.212,0.944,0.628,25.652,21.522,22.284
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,25,52,35.036,0.982,-0.086,0.912,0.684,19.561,3.717,8.137
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,26,2,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.596
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,27,376,81.598,0.786,1.463,0.935,0.606,29.112,17.98,21.88
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,28,363,85.012,0.867,1.192,0.938,0.54,32.208,16.035,21.499
2024-03-26_13-13-33-746_MV540-H@xWyHvMbxwzDCYCHtB+sRAABM.bmp,top_right,void,29,17,14.828,0.952,-0.095,0.895,0.708,8.545,2.612,4.652
